id,created_datetime,index,document_type,year,full_name,office,position,position_type,position_category,corruptionAffected,relation_type,person,persons,company_ua,company_id,company_name,description,emitent_citizen,paid,full_name_office_position,unique_guids
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE300700,KINSTAR TRADING LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE300719,SLANSAN HOLDINGS LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,1688592,GENZA TRADING LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE128630,UTELO HOLDINGS LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE246946,ZADA HOLDINGS LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,157207,VOSA LTD,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,31597104,ЕНЕРГІЯ-1,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,B170078,TROHIA VENTURES SA,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE259552,TERFEL VENTURES LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,41679371,ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ ВЕНЧУРНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД АЛГОРИТМ,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,33240728,ПРОМИСЛОВА ГРУПА МОНІЄР,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,0.0,HE371106,Серада Ентерпрайзес Лімітед,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,0.0,HE288346,РАСІКА ІНВЕСТМЕНТС ЛІМІТЕД,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,0.0,HE259552,ТЕРФЕЛ ВЕНЧЕЗ ЛІМІТЕД,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,1931145,CUKLER HOLDINGS LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE362626,PARNASIO HOLDINGS LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,36049810,АКВАНОВА КОНСТРАКШН,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,0.0,HE371106,SERADA ENTERPRISES LIMITED,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,34698924,БУДІВЕЛЬНО-ТРАНСПОРТНА КОМПАНІЯ ЕДЕЛЬВЕЙС,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,30050202,ІСТ-ВЕСТ ФІНАНС,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,39187447,НЮ АРТ,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,31993112,ТОН,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,21665382,АБ КЛІРИНГОВИЙ ДІМ,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,36953011,РЕСУРСЕКОЕНЕРГО,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,0.0,HE275757,ВОЛОМАТА ІНВЕСТМЕНТС ЛІМІТЕД,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,32827054,ІСТ-ВЕСТ КЕПІТАЛ ІНВЕСТМЕНТ,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,39187447,Товариство з обмеженою відповідальністю НЮ АРТ,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_1369bd1c-bbe1-47d5-9c97-5cedca4c4d92,2020-06-05 13:33:41,88.0,Щорічна,2019,Льовочкіна Юлія Володимирівна,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,31993112,Товариство з обмеженою відповідальністю ТОН,,,,льовочкіна юлія володимирівна верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,31721725,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ГРОТТО,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,04012780,ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО КИЇВПРОЕКТ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,35947727,ДОЧІРНЄ ПІДПРИЄМСТВО ІНСТИТУТ КИЇВЦИВІЛЬПРОЕКТ ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КИЇВПРОЕКТ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,1635744,PELEUS INVEST INC.,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,1486315,FORBILD CORPORATION,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1581586643211,,0.0,1604223,DRAKENS HOLDINGS LTD.,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,1726867,EMPIRE SYSTEM LTD.,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,HE373041,RUNONA HOLDING LIMITED,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,21460131,АСОЦІАЦІЯ РЕКОНСТРУКЦІЯ ФУНДАМЕНТІВ І САНАЦІЯ СТІН,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,32597634,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ІНСТИТУТ КИЇВПРОЕКТРЕСТАВРАЦІЯ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,32386367,ДОЧІРНЄ ПІДПРИЄМСТВО ІНСТИТУТ ГЕНЕРАЛЬНОГО ПЛАНУ МІСТА КИЄВА,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,35947866,ДОЧІРНЄ ПІДПРИЄМСТВО ІНСТИТУТ КИЇВПРОЕКТ-1 ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КИЇВПРОЕКТ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,35947845,ДОЧІРНЄ ПІДПРИЄМСТВО ІНСТИТУТ КИЇВГЕО ПУБЛІЧНОГО АКЦІОНЕРНОГО ТОВАРИСТВА КИЇВПРОЕКТ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,40673227,АКЦІОНЕРНЕ ТОВАРИСТВО ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ ВЕНЧУРНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД МЕДІСОН,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,40703297,АКЦІОНЕРНЕ ТОВАРИСТВО ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ ВЕНЧУРНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД ГЕНЕЗИС,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,8.0,,,1.0,40519110,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КОМПАНІЯ З УПРАВЛІННЯ АКТИВАМИ ГАРАНТІЯ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,8.0,,,0.0,1726867,ЕМПАЙР СИСТЕМ ЛТД. ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,8.0,,,0.0,1604223,ДРЕЙКЕНС ХОЛДІНГС ЛТД.,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,HE234250,TRAYLORY VENTURES LIMITED,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,38749768,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ НЬЮС НЕТВОРК,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,41939161,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОФУДСЕРВІС,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,HE375756,GEMENEL INVESTMENTS LTD,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,0.0,2809504,FOREST DAY LIMITED,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,7.0,,j,1.0,40803297,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ ВЕНЧУРНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД ""ГЕНЕЗИС""",,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,7.0,,j,1.0,40673227,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ ВЕНЧУРНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД ""МЕДІСОН""",,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,23523203,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЖОВТЕНЬ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_46e897e6-63f6-45e0-a584-ef98c83d3a7f,2020-06-05 14:42:44,357.0,Щорічна,2019,Столар Вадим Михайлович,Верховна Рада України,народний депутат України,,,Ні,9.0,1,,1.0,40519110,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КОМПАНІЯ З УПРАВЛІННЯ АКТИВАМИ ГАРАНТІЯ,,,,столар вадим михайлович верховна рада україни народний депутат україни,2
nacp_27fab572-0434-48c9-aafd-490f04d97b19,2020-06-05 15:04:41,427.0,Щорічна,2019,Бойко Юрій Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,7.0,,,1.0,00135390,"ПАТ ""УКРНАФТА""",,,,бойко юрій анатолійович верховна рада україни народний депутат україни,2
nacp_27fab572-0434-48c9-aafd-490f04d97b19,2020-06-05 15:04:41,427.0,Щорічна,2019,Бойко Юрій Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,7.0,,,1.0,00213724,"ПАТ ""Луганський електроапаратний завод""",,,,бойко юрій анатолійович верховна рада україни народний депутат україни,2
nacp_27fab572-0434-48c9-aafd-490f04d97b19,2020-06-05 15:04:41,427.0,Щорічна,2019,Бойко Юрій Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,32922126,ТОВ ''Столична нерухомість'',,,,бойко юрій анатолійович верховна рада україни народний депутат україни,2
nacp_27fab572-0434-48c9-aafd-490f04d97b19,2020-06-05 15:04:41,427.0,Щорічна,2019,Бойко Юрій Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1477607881861,,1.0,32922126,ТОВ ''Столична нерухомість'',,,,бойко юрій анатолійович верховна рада україни народний депутат україни,2
nacp_134540ca-bb32-456b-b4c2-ae9de21139b3,2020-06-05 15:42:30,325.0,Щорічна,2019,Завітневич Олександр Михайлович,Верховна Рада України,Народний Депутата України,,,Так,9.0,1565687262149,,1.0,35505844,ТОВ СМІЛЯНСЬКИЙ ЛИВАРНИЙ ЗАВОД,,,,завітневич олександр михайлович верховна рада україни народний депутата україни,2
nacp_134540ca-bb32-456b-b4c2-ae9de21139b3,2020-06-05 15:42:30,325.0,Щорічна,2019,Завітневич Олександр Михайлович,Верховна Рада України,Народний Депутата України,,,Так,8.0,,,1.0,31410037,ТОВ М.Т.І.,,,,завітневич олександр михайлович верховна рада україни народний депутата україни,2
nacp_134540ca-bb32-456b-b4c2-ae9de21139b3,2020-06-05 15:42:30,325.0,Щорічна,2019,Завітневич Олександр Михайлович,Верховна Рада України,Народний Депутата України,,,Так,9.0,1565687262149,,1.0,31410037,ТОВ М.Т.І.,,,,завітневич олександр михайлович верховна рада україни народний депутата україни,2
nacp_134540ca-bb32-456b-b4c2-ae9de21139b3,2020-06-05 15:42:30,325.0,Щорічна,2019,Завітневич Олександр Михайлович,Верховна Рада України,Народний Депутата України,,,Так,8.0,,,1.0,35505844,ТОВ СМІЛЯНСЬКИЙ ЛИВАРНИЙ ЗАВОД,,,,завітневич олександр михайлович верховна рада україни народний депутата україни,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,42823009,ТОВ АРІЯ ДЕВЕЛОПМЕНТ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,41264394,ТОВ АФІНАЖ КИЇВ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,40412930,ТОВ СОВА КОНСАЛТИНГ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,40412899,ТОВ СОВА РИТЕЙЛ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,39434390,ТОВ ДЖЕВЕЛРІ ХАУС,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,0.0,0000564627,ТОВ СІКОРЕ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,7.0,,,1.0,42803553,АТ Монтерей,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,41264462,ТОВ ЮВЕЛІРНИЙ ДІМ СОВА ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,41476890,ТОВ СОЛАР ЕНЕРДЖИ УРКРАЇНА,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_3762c39e-3f2f-445c-9a62-8715b7d8f12f,2020-06-05 16:07:17,89.0,Щорічна,2019,Сова Олександр Георгійович,Верховна Рада України,Народний депутат України ,Посада державної служби,,Ні,8.0,,,1.0,41544724,ТОВ САНЕНЕРДЖІ,,,,сова олександр георгійович верховна рада україни народний депутат україни ,2
nacp_0650c718-7273-47fb-b2f4-aa522e3da4b8,2020-06-05 18:09:03,69.0,Щорічна,2019,Гетманцев Данило Олександрович,Верховна Рада України,народний депутат України,,,Ні,9.0,1583328285859,,0.0,0000548872,Travel Professional Group Poland Sp. z o.o.,,,,гетманцев данило олександрович верховна рада україни народний депутат україни,2
nacp_0650c718-7273-47fb-b2f4-aa522e3da4b8,2020-06-05 18:09:03,69.0,Щорічна,2019,Гетманцев Данило Олександрович,Верховна Рада України,народний депутат України,,,Ні,9.0,1583328285859,,0.0,193255093,Travel Professional Group LLC,,,,гетманцев данило олександрович верховна рада україни народний депутат україни,2
nacp_0650c718-7273-47fb-b2f4-aa522e3da4b8,2020-06-05 18:09:03,69.0,Щорічна,2019,Гетманцев Данило Олександрович,Верховна Рада України,народний депутат України,,,Ні,8.0,,,1.0,36387500,ТРЕВЕЛ ПРОФЕШНЛ ГРУП,,,,гетманцев данило олександрович верховна рада україни народний депутат україни,2
nacp_0650c718-7273-47fb-b2f4-aa522e3da4b8,2020-06-05 18:09:03,69.0,Щорічна,2019,Гетманцев Данило Олександрович,Верховна Рада України,народний депутат України,,,Ні,9.0,1583328285859,,1.0,39023931,ТУРИСТИЧНА ПРОФЕСІЙНА ГРУПА,,,,гетманцев данило олександрович верховна рада україни народний депутат україни,2
