org_id,org_name,counts
20063988,Всеукраїнська правозахисна організація Меморіал імені Василя Стуса,2
20043098,Громадська організація Товариство Україна Китай,1
14325409,ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ФЕДЕРАЦІЯ СТРІЛЬБИ З ЛУКА УКРАЇНИ,1
14292236,"ГРОМАДСЬКА СПІЛКА ""ЛЕГКА АТЛЕТИКА УКРАЇНИ""",1
14290131,Союз юристів України,2
14282829,"Політична партія ""Партія регіонів""",1
14282114,ГРОМАДСЬКА ОРГАНІЗАЦІЯ ФЕДЕРАЦІЯ ВАЖКОЇ АТЛЕТИКИ УКРАЇНИ,1
14280641,НЕЗАЛЕЖНА ПРОФСПІЛКА ГІРНИКІВ УКРАЇНИ,1
14279566,"Громадська спілка ""Федерація футболу України""",3
14277461,"Громадська організація ""Всеукраїнська федерація кінного спорту України""",1
13858948,ГРОМАДСЬКА СПІЛКА АСОЦІАЦІЯ ФУТБОЛУ МИКОЛАЇВСЬКОЇ ОБЛАСТІ,1
13797773,ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ МОЛОДІ «СПАДЩИНА» (ОУМ «СПАДЩИНА»),1
13492476,ГРОМАДСЬКА СПІЛКА «АСОЦІАЦІЯ ФУТБОЛУ ДОНЕЦЬКОЇ ОБЛАСТІ»,1
101991665,International Team of Implantology study club,1
03922197,Українське товариство охорони пам’яток історії та культури,2
01464408,ГРОМАДСЬКА ОРГАНІЗАЦІЯ ''ЄВРОПЕЙСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ПРАВА'',1
01450072,Громадська організація Садок Дитяча Мрія,1
00065175,Всеукраїнська громадська організація Спілка адвокатів України,1
00028342,International Bar Association,1
00027140,Національна спілка журналістів України,1
00016018,Національна спілка письменників України,1
20070008,Громадська спілка Світовий конгрес Українських юристів,1
20074006,ВСЕУКРАЇНСЬКИЙ ЄВРЕЙСЬКИЙ КОНГРЕС,1
24088407,"""Інститут відкритого суспільства ""Інститут Борисфена""",1
20078843,Політична партія Справедливості та розвитку,1
24075824,Інститут масової інформації,1
23698368,"БЛАГОДІЙНИЙ ФОНД ""ПРОКСЕН""",1
23333394,АСОЦІАЦІЯ НАЦІОНАЛЬНО-КУЛЬТУРНИХ ОБ'ЄДНАНЬ УКРАЇНИ,1
23252483,Федерація Дзюдо Волині,1
22763891,Хмельницький обласний КВН-клуб Три товстуни,1
21720307,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЦЕНТР ТЕНДЕРНИХ ПРОЦЕДУР ТА БІЗНЕС ПЛАНУВАННЯ""",1
21715789,"Запорізькій обласний осередок Всеукраїнського громадського об'єднання ""Українська аграрна конфедерація""",1
21715714,"політична партія ""Блок Петра Порошенка ""Солідарність""",6
21695785,АСОЦІАЦІЯ ПЛЯЖНОГО ВОЛЕЙБОЛУ УКРАЇНИ,1
21694648,ГРОМАДСЬКА ОРГАНІЗАЦІЯ ВСЕУКРАЇНСЬКА ЕКОЛОГІЧНА ЛІГА,1
21693208,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЦЕНТР СОЦІАЛЬНО-ПОЛІТИЧНОГО ПРОЕКТУВАННЯ""",1
21692639,"ВБО ""Благодійний фонд Петра Порошенко""",1
21692539,"Всеукраїнська Благодійна Організація ""Благодійний Фонд ПОРОШЕНКА""",2
21673915,ГО КЛУБ БАНКІРІВ,1
21666424,КОНФЕДЕРАЦІЯ ВІЛЬНИХ ПРОФСПІЛОК УКРАЇНИ,1
21655662,Спілка сприяння розвитку сільського зеленого туризму в Україні,1
21655248,"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД АНДРІЯ ДЕРКАЧА ""НАШЕ МАЙБУТНЄ""",1
21602660,Всеукраїнська спортивна громадська організація Федерація бейсболу та софтболу України,1
21519775,"""Інститут стратегічних досліджень та прогнозів ""Янус""",1
20993003,Асоціація болгар України,1
20555102,Молодіжна організація Станиця Івано-Франківськ Пласту НСОУ,1
20516473,Громадська організація Федерація гандболу Запорізької області,1
20079185,"Всеукраїнська громадська організація ""Федерація тенісу України""",1
33947560,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРОМАДСЬКІ ЕКОНОМІЧНО-ПРАВОВІ ІНІЦІАТИВИ""",1
33981973,ГРОМАДСЬКЕ ОБ'ЄДНАННЯ «УКРАЇНСЬКИЙ ДІМ» (ГО «УКРАЇНСЬКИЙ ДІМ»),1
34001190,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ІНІЦІАТИВА ГРОМАДСЬКОЇ СТАБІЛЬНОСТІ""",1
37783290,Клуб Випускників ІМВ Ардеа Альба,1
37759948,"ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЗА ЯКІСТЬ ЖИТТЯ В УКРАЇНІ!""",1
37751619,Фонд Ігоря Палиці Тільки разом,2
37724082,"Політична партія ""Наш Край""",1
37699250,"Хокейний клуб ""Проскуров""",1
37652715,БЛАГОДІЙНИЙ ФОНД МОЖЕМО РАЗОМ,1
37594271,БЛАГОДІЙНА ОРГАНІЗАЦІЯ 'ФОНД РОЗВИТКУ КРИМУ',1
37534254,МІЖНАРОДНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ 'ІНСТИТУТ ПРАВ ЛЮДИНИ І ЗАПОБІГАННЯ ЕКСТРЕМІЗМУ ТА КСЕНОФОБІЇ',1
37527933,"Благодійна організація ""Фонд Братів Дубневичів""",1
37480763,ГРОМАДСЬКА ОРГАНІЗАЦІЯ КИЇВСЬКА МІСЬКА СПОРТИВНА ФЕДЕРАЦІЯ ПЛЯЖНОГО ТА КЛАСИЧНОГО ВОЛЕЙБОЛУ,1
37436443,Асоціація університетів України,1
37432793,"БЛАГОДІЙНИЙ ФОНД ""СЕРЦЕ НА ДОЛОНІ""",1
37393981,"Київський міський осередок всеукраїнської молодіжної громадської організації ""Совість і Надія України""",1
37362838,"""НЕЗАЛЕЖНА АСОЦІАЦІЯ ЖУРНАЛІСТІВ-РОЗСЛІДУВАЛЬНИКІВ""",1
37332934,Всеукраїнське громадське об'єднання Українська народна рада,1
37289203,Тернопільська обасна організація роботодавців агропромислового комплексу ''Об'єднана'',1
37278170,"Львівський обласний осередок ГО ""Фронт Змін""",1
37263269,ХАРКІВСЬКА ОБЛАСНА АСОЦІАЦІЯ ХЛІБОПЕКАРСЬКИХ ПІДПРИЄМСТВ,1
37170185,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ОДЕСЬКИЙ АКТИВ""",1
37146532,За народовладдя,1
37141882,ГРОМАДСЬКА ОРГАНІЗАЦІЯ МОЛОДІЖНИЙ РУХ КИЄВА,1
37123109,"Об'єднання співвласників багатоквартирного будинку ""Люкс Плюс""",1
37084276,ГО Агентство регіонального розвитку Бахчисарай,1
36969131,"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""МЕЛІТОПОЛЬСЬКЕ АГЕНТСТВО РЕГІОНАЛЬНОГО РОЗВИТКУ""",1
36903730,ТЕРНОПІЛЬСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ''ПРАВОЗАХИСНА ОРГАНІЗАЦІЯ ''СТАРЛЕКС'',1
36883919,ГО Ліга фінансового розвитку,1
36858086,"Спілка ""Національно-патріотичних об'єднань громадян ""Українська громада Києва""",2
37760434,Громадська організація Одеський дипломатичний клуб,1
37825465,Хмельницька платформа,1
36843860,"Всеукраїнська громадська організація ""Сила і Честь""",1
37847410,Міжнародний благодійний фонд ДОБРО ТІМ,1
38517528,Рада адвокатів в місті Києві,1
38404873,АНДРІЇВСЬКО-ПЕЙЗАЖНА ІНІЦІАТИВА,1
38363282,"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""ДОБРИЙ МЕЛІТОПОЛЬ""",1
38341358,Чернігівська міська громадська організація Добровольці,1
38329503,"Павлоградська міська громадська організація ""Агенція місцевого економічного розвитку міста Павлоград""",1
38307034,ХМЕЛЬНИЦЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ЗА КОНКРЕТНІ СПРАВИ,1
38277267,ГРОМАДСЬКА ОРГАНІЗАЦІЯ 'ФЕЛЬДМАН ЕКО-ПАРК',1
38205339,БЛАГОДІЙНИЙ ФОНД ФОНД ОЛЕКСАНДРА ТА ГАЛИНИ ГЕРЕГИ,1
38159157,Обласний благодійний фонд Дмитра Шенцева ,1
38098917,"""БЛАГОДІЙНИЙ ФОНД ТАРАСА БАТЕНКА""",1
38078864,"СПОРТИВНИЙ КЛУБ ""КОНТИНІУМ - ВОЛИНЬ СПОРТИВНА",1
38063334,ГРОМАДСЬКА ОРГАНІЗАЦІЯ 'МУЗЕЙ ІСТОРІЇ ЄВРЕЇВ УКРАЇНИ',1
38031297,"ГО ""ФЕДЕРАЦІЯ КІКБОКСИНГУ ВІННИЦЬКОЇ ОБЛАСТІ ""ВАКО""""",1
38023479,"Комунальна установа ""Агенція місцевого економічного розвитку м. Ладижин""",1
38017106,Центр українсько-європейського наукового співробітництва,1
38005251,ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ''АСОЦІАЦІЯ ЦИВІЛІСТІВ УКРАЇНИ'',3
38005089,ГРОМАДСЬКА ОРГАНІЗАЦІЯ ОФІЦІЙНИЙ ФАН-КЛУБ БРАТІВ КЛИЧКІВ,1
37995728,КОНФЕДЕРАЦІЯ БУДІВЕЛЬНИКІВ УКРАЇНИ,1
37993448,ХМЕЛЬНИЦЬКИЙ ОБЛАСНИЙ БЛАГОДІЙНИЙ ФОНД БЛАГОДІЙНИЙ ФОНД СЕРГІЯ ЛАБАЗЮКА МИ ПОРУЧ,1
37979140,БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД СВЯТОГО ВАСІЛІЯ ВЕЛИКОГО,1
37855945,"Благодійна організація ""Сила життя""",1
36845014,Українська асоціація власників зброї,1
36787120,"Громадська організація ""Бізнес - клуб ""Партнерство і Розвиток""",1
34001227,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ШЛЯХОМ ГРОМАДСЬКОГО СУСПІЛЬСТВА""",1
35238602,"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""РІДНЕ МІСТО-МЕЛІТОПОЛЬ""",1
35141587,"Всеукраїнська громадська організація ""Спілка Власників житла України""",1
35135154,МГО ( Ми Українці ),1
35101434,Благодійний фонд імені М.Туган-Барановського,1
35009960,ЛЬВІВСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ «ТУСТАНЬ» (ЛОГО «ТУСТАНЬ»),1
34986809,"Благодійна організація ""Благодійний фонд Сергія Шахова""",1
34965491,МІЖНАРОДНИЙ БЛАГОДІЙНИЙ ФОНД 'ФОНД ОЛЕКСАНДРА ФЕЛЬДМАНА',1
34939922,Донецька рекламна асоціація,1
34903833,"ГО ""Мистецький фонд імені Короля Данила""",1
34893265,"Могилів-Подільська дитяча громадська організація ""Криничка""",1
34807710,"Громадська організація ""Незалежний український центр правових ініціатив і експертиз ""Правова держава""",1
34789828,"Запорізька обласна організація роботодавців агропромислового комплексу ""Українська аграрна конфедерація""",1
34747751,"Виноградівська районна організація підтримки малого та середнього бізнесу ""Партнер"" ",1
34669883,Громадська організація Футбольний Клуб Черкащина - Академія,1
34569834,"Всеукраїнська громадська організація ""Українська медико-правова асоціація""",1
34539270,"ГО ""УКРАЇНСЬКИЙ ФОРУМ""",1
34317358,"Запорізькій обласний осередок Всеукраїнського громадського об'єднання ""Українська аграрна конфедерація""",1
34310043,"УКРАЇНСЬКА ФЕДЕРАЦІЯ ""КІОКУШИНКАЙКАН КАРАТЕ""",1
34306388,ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ АСОЦІАЦІЯ ІМПЛАНТОЛОГІВ УКРАЇНИ,1
34296071,"Всеукраїнська молодіжна громадська організація ""Совість і Надія України""",1
34294645,"ВГО ""Асоціація адвокатів України""",1
34213723,ВІННИЦЬКА ОБЛАСНА ПРАВОЗАХИСНА ОРГАНІЗАЦІЯ ДЖЕРЕЛО НАДІЇ,1
34191836,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРОМАДСЬКА РАДА""",1
34191270,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""СТАБІЛЬНІСТЬ, ПРОЗОРІСТЬ, БЛАГОПОЛУЧЧЯ""",1
34055433,ОДЕСЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ ,1
34004584,Вінницьке обласне громадське об'єднання Подільска спілка підприємців та ділових людей,1
34002372,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРОМАДСЬКІСТЬ ЗА ПРАВОВУ КРАЇНУ""",1
34002346,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""СОВІСТЬ, ЗНАННЯ, ПРОФЕСІОНАЛІЗМ!""",1
34001929,Київська обласна організація політичної партії Опозиційна платформа-за життя,1
34001782,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ФОРУМ ПІДТРИМКИ РОЗВИТКУ ПРАВОВОЇ ТА ГРОМАДСЬКОЇ СВІДОМОСТІ""",1
35197839,"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ВСЕУКРАЇНСЬКА СЛУЖБА ЗАХИСТУ ДІТЕЙ"" ( ГО ""СЛУЖБА ЗАХИСТУ ДІТЕЙ"" )",1
35263340,Громадська організація Кам’янка-Бузька Агенція розвитку малого та середнього бізнесу,1
36765662,БЛАГОДІЙНИЙ ФОНД ІМЕНІ ЛОПУШАНСЬКОГО АНДРІЯ ЯРОСЛАВОВИЧА,1
35279036,Громадська організація САДОВЕ ТОВАРИСТВО ПІВДЕННА ТРОЯНДА,1
36632368,Всеукраїнська громадська організація РУХ ГРОМАДЯНСЬКОЇ ДІЇ,1
36610339,МГО Молодість ,1
36610323,МГО Галицька Ліга КВН,1
36557003,МІЖНАРОДНА АСОЦІАЦІЯ БІЗНЕСУ ТА ЕКОНОМІКИ,1
36483031,ВСЕУКРАЇНСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ КОЛО,1
36426565,Благодійна організація Благодійний фонд Врятуємо наш Київ,1
36356095,МОЛОДІЖНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ПАТРІОТ,1
36350994,Благодійна організація БЛАГОДІЙНИЙ ФОНД СВЯТОСЛАВА ВАКАРЧУКА ЛЮДИ МАЙБУТНЬОГО,1
36335651,"Громадська організація ""Фронт Змін""",1
36291941,Юридична освіта в Україні,1
36281439,ВГО Ніхто Крім Нас,1
36210787,РВ УСПП у Київській області,1
36208432,"ДНІПРОПЕТРОВСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ФОНД МІСЦЕВОГО РОЗВИТКУ ""ДНІПРОГРАД""",1
36159679,"Громадська організація ""Діксі груп""",1
36048969,"ГО ""Люстрація""",1
35977466,Фундація спільна мета,1
35933853,"ДНІПРОПЕТРОВСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ГРАД-ГРОМАДЯНСЬКИЙ АКТИВ ДНІПРОПЕТРОВЩИНИ""",1
35919975,"Громадська організація ""Всеукраїнський громадський рух ""Український вибір - право народу""",3
35904089,"Благодійна організація ""Благодійний фонд ""Батьківщина""",1
35765106,Івано-Франківське відділення Української нотаріальної палати,1
35724997,Громадська організація Київська міська організація Спорт для всіх,1
35678438,МІЖНАРОДНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ 'УКРАЇНСЬКИЙ ЄВРЕЙСЬКИЙ КОМІТЕТ',1
35444960,Громадська організація ПАМ'ЯТНИК ВОЛОДИМИРУ ІВАСЮКУ У ЛЬВОВІ,1
35402103,"ГО садівницьке товариство ""Пролісок""",1
35361193,Федерація хокею Хмельницької області,1
35305233,Асоціація випускників Хмельницького університету управління та права,1
35297432,АСОЦІАЦІЯ СПОРТИВНОЇ БОРОТЬБИ ВІННИЦЬКОЇ ОБЛАСТІ ,1
811650472,ОЛЕКСАНДР ФЕЛДМАН ФАНДЕЙШЕН,1
